"고유번호","노선","노선명칭","역명칭","역 이미지","운행방향1","운행방향2","엘레베이터 동영상","엘리베이터 자막","지아철 팝업 이미지","사용여부","편의시설 아이콘 이미지 목록","출구정보","전화번호안내","코스1 첫차","코스1 막차","코스2 첫차","코스2 막차"
"366","9","분당선","한티","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='한티 이미지' NAME='stationImg' ID='stationImg'/>","선릉","보정","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='한티 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 02-569-9704","한티 : 05시44분","한티 : 24시09분","한티 : 05시27분","한티 : 23시55분"
"369","9","분당선","개포동","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='개포동 이미지' NAME='stationImg' ID='stationImg'/>","선릉","보정","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='개포동 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 02-3412-4418","개포동 : 05시39분","개포동 : 24시04분","개포동 : 05시32분","개포동 : 24시00분"
"2","1","1호선","두정","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='두정 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='두정 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 041-562-7791","두정 : 05시04분","두정 : 23시44분","두정 : 05시45분","두정 : 24시30분"
"4","1","1호선","성환","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='성환 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='성환 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 041-581-7788","성환 : 05시13분","성환 : 23시53분","성환 : 05시36분","성환 : 24시21분"
"5","1","1호선","평택","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='평택 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='평택 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 031-652-7811","평택 : 05시20분","평택 : 24시00분","평택 : 05시29분","평택 : 24시13분"
"6","1","1호선","지제","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='지제 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='지제 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 1544-7788","지제 : 05시25분","지제 : 24시05분","지제 : 05시24분","지제 : 24시09분"
"9","1","1호선","진위","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='진위 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='진위 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 1544-7788","진위 : 05시36분","진위 : 24시16분","진위 : 05시13분","진위 : 23시57분"
"294","6","6호선","합정","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_294_M.jpg' alt='합정 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/j61cq5rs36aw00aaf6l083hhp18m04cg/1","승강기 위치는 SC제일은행 주변 5번출구에 있습니다.    5번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하여 우측으로 직진하시면 2호선 환승통로가 보입니다.    환승통로에서 직진하시면 좌측에 엘리베이터가 있습니다.    지하1층에서 엘리베이터를 이용하시어 내려오십시오.    지하2층 승강장에 내리시면 당산 방면 승강장입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='합정 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@합정파출소 서교종합시장||||2@서교동 양화로||||3@서교동 극동방송.아세아방송 서교동사무소 서교파출소||||4@서교우체국 서교소방파출소||||5@서교동 서교우체국 서교소방파출소||||6@대흥로 상수동방면 ||||7@합정동 합정시장 성산중교 양화진파출소 절두산순교박물관||||8@합정동 홀트아동복지회 합정동사무소 성산초등학교||||9@합정파출소 서교종합시장||","긴급전화(역무실) : 02-6311-6221","합정 : 05시35분","합정 : 24시48분","합정 : 05시40분","합정 : 24시51분"
"307","7","7호선","장암","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_307_M.jpg' alt='장암 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/df5hz7cthwoonhhu35gxm3vltwtuz4rd/1","승강기 위치는 1번출구 쪽에 있습니다.    1번출구 승강기를 이용하여 올라가십시오.    올라가신 후 반대쪽에 있는 승강기를 이용하여 내려가십시오.    승강기에서 내리신 후 정면에 대합실 방향으로 가십시오.    승강장으로 가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='장암 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@의정부시 장암동 ||","긴급전화(역무실) : 02-6311-7091","","","장암 : 05시35분","장암 : 24시22분"
"230","5","5호선","양평","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_230_M.jpg' alt='양평 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/z33azgv6cy5x6pnvztcxny96ks34mt99/1","승강기 위치는 삼천리아파트 맞은편 양평역 2번출구 쪽에 있습니다.    2번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 지하1층 대합실이 보입니다.    지하1층 대합실에서 우측으로 직진하시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 지하4층 대합실로 내려오십시오.    지하4층에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 영등포구청 방면 승강장 위치입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='양평 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@목화예식장 외환은행 영은교회 ||||2@당중초등교 국민은행 한중금고 상업은행 ||","긴급전화(역무실) : 02-6311-5221","양평 : 05시37분","양평 : 24시36분","양평 : 05시39분","양평 : 24시38분"
"256","5","5호선","강동","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_256_M.jpg' alt='강동 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/hv7eg86gxc9zqwubgvou7raq3cnrpfs6/1","승강기 위치는 동신중학교 주변 1번출구 쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 둔촌동 방면 승강장 위치입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='강동 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@강동프라자약국 힐탑오피스텔 강동성심병원 ||||2@동주병원 강동구청 ||||3@경남빌딩 경남은행 한독주유소 ||","긴급전화(역무실) : 02-6311-5481","강동 : 05시32분","강동 : 24시42분","강동 : 05시30분","강동 : 24시50분"
"266","5","5호선","개농","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_266_M.jpg' alt='개농 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/ud6mw53go4u37ohh1lu7wmcpd3fvmnd1/1","승강기 위치는 SK파크타워아파트 주변 3번출구 쪽에 있습니다.    3번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 거여 방면 승강장 위치입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='개농 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@오금공원 곰두리체육센터 송파도서관 오주중학교 오금우체국 가락우창아파트 한일은행 ||||2@보인중상고 상아아파트 삼성아파트 국민은행 송파고려의원 가락삼환아파트 ||||3@동성종합건설 이조갈비 가락한라아파트 킹스리커주류할인점 극동아파트 송파중학교 ||||4@보람은행 동양투자신탁 쌍용아파트 LG증권 ||","긴급전화(역무실) : 02-6311-5581","개농 : 05시35분","개농 : 24시32분","개농 : 05시40분","개농 : 24시43분"
"272","6","6호선","석계","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_272_M.jpg' alt='석계 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/ichq88iyxw8iamblrdp9jlk7v55oznyu/1","승강기 위치는 기업은행 주변 3번출구에 있습니다.    3번출구 엘리베이터를 이용하시어 지하2층 대합실에 내리십시오.    지하2층에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 돌곶이 방면 승강장입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='석계 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081124113535.gif' alt='수평보행기 이미지' />","||1@광운대학교 월계제1동 현대아파트 삼창아파트 동신아파트 ||||2@월계동3동 성북방면 그랑빌아파트||||3@한천초등학교 월릉교 ||||4@태릉민방위교육장 중랑천 두산아파트||||5@석관제1동 석관중고등학교 중앙하이츠아파트 삼성아파트||||6@석관1파출소 석관초등학교||||7@석관1동사무소 장위사거리 우남아파트||","긴급전화(역무실) : 02-6311-6441","석계 : 05시35분","석계 : 24시50분","석계 : 05시39분","석계 : 24시54분"
"309","7","7호선","수락산","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_309_M.jpg' alt='수락산 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/mdgqecgfbgn9cwm5ndd7833wcya7cytc/1","승강기 위치는 1번출구 쪽에 있습니다.    승강기를 이용하여 지하2층 대합실로 내려오십시오.    복도를 따라 좌측에 있는 리프트를 이용하여 승강장으로 가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='수락산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@수락산유원지 ||||2@북부농협 수락지소 산림욕장 ||||3@수협 수락출장소 ||||4@조흥은행 수락웨딩부페 ||","긴급전화(역무실) : 02-6311-7111","수락산 : 05시41분","수락산 : 24시56분","수락산 : 05시32분","수락산 : 24시29분"
"310","7","7호선","마들","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_310_M.jpg' alt='마들 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/lja18pg3vkng6gixm3nwz6wzmrfxbofn/1","승강기 위치는 5번출구 쪽에 있습니다.    5번출구 승강기를 이용하여 지하1층 대합실로 내려가십시오.    우측 뒤편에 있는 승강기를 이용하여 승강장으로 가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='마들 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@주공12단지 ||||2@주공12단지 ||||3@주공12단지 동대문상고 ||||4@주공89단지 ||||5@주공10단지 온수고 도봉정보산업고 ||||6@주공11단지 ||||7@주공11단지 동일초등교 상경중교 공무원연금매장 ||||8@주공11단지 동일초등교 상경중교 공무원연금매장 ||","긴급전화(역무실) : 02-6311-7121","마들 : 05시39분","마들 : 24시54분","마들 : 05시35분","마들 : 24시32분"
"108","2","2호선","까치산","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_226_M.jpg' alt='까치산 이미지' NAME='stationImg' ID='stationImg'/>","시청","시청","http://wis.seoul.go.kr/rest/file/thumbnail/wiray239kl1m3j853x58o9pdnfx8dvsl/1","리프트를 이용하여 지하 1층 대합실로 내려가십시오.    개찰구 반대쪽에 있는 승강기를 이용하여 지하 4층으로 내려가십시오.    정면에 있는 리프트를 이용하여 지하 5층 승강장으로 내려가십시오.    직진 후 우측으로 이동하시면 2호선 승강장이 있습니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='까치산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@화곡8동사무소농협미성아파트||||2@주택은행한국통신국민은행화곡2동사무소||||3@화곡1동사무소||||4@동산병원대성학원화곡동교회||","긴급전화(역무실) : 02-6110-2471","까치산 : 05시30분","까치산 : 24시55분","",""
"141","3","3호선","구파발","<img src='https://wis.eseoul.go.kr/images/disable/subway/3_141_M.jpg' alt='구파발 이미지' NAME='stationImg' ID='stationImg'/>","대화","수서","http://wis.seoul.go.kr/rest/file/thumbnail/5ab5xlhq6x4yvew2nqju7q8hmhithh8a/1","승강기 위치는 1번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      직진 후 좌측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228175255.jpg' alt='구파발 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@북한산방면 구파발폭포 진관초등학교 진관중학교.고등학교 서울은빛초등학교 구파발9단지래미안아파트||||2@기자촌방면 신도초등학교 신도중학교 서울은진초등학교 은평메디텍고등학교 진관동주민센터 현대힐스테이트아파트 두산금호아파트 동부포스코아파트||||3@연신내방면 은평노인종합복지관||||4@통일로방면 구파발10단지어울림아파트||","긴급전화(역무실) : 02-6110-3201","구파발 : 05시56분","구파발 : 24시28분","구파발 : 05시30분","구파발 : 23시44분"
"236","5","5호선","마포","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_236_M.jpg' alt='마포 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/r24ae4mfsk07lusdnhv57xkw6ela5fgq/1","승강기 위치는 한화오벨리스크 주변 1번출구 쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 여의나루 공덕 방면 승강장 위치입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='마포 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@한강시민공원 마포대교 ||||2@여의도선착장 한강관리사업소 ||||3@63빌딩 여의도초등학교 여의도중학교 여의도고등학교 ||||4@대농빌딩 농협 ||","긴급전화(역무실) : 02-6311-5281","마포 : 05시40분","마포 : 24시44분","마포 : 05시57분","마포 : 24시49분"
"253","5","5호선","아차산","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_253_M.jpg' alt='아차산 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/i9v4l5ku59tmtis3n4nczc7apzjevqv2/1","승강기 위치는 대공원 주변 3번출구 쪽에 있습니다.    3번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 광나루 방면 승강장 위치입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='아차산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@중곡제4동 ||||2@구의제2동 동의초등교 ||||3@경북초등교 구의제2동사무소 ||||4@어린이대공원후문 선화예술중고교 ||||5@능동 ||","긴급전화(역무실) : 02-6311-5451","아차산 : 05시39분","아차산 : 24시49분","아차산 : 05시39분","아차산 : 24시43분"
"151","3","3호선","을지로3가","<img src='https://wis.eseoul.go.kr/images/disable/subway/3_151_M.jpg' alt='을지로3가 이미지' NAME='stationImg' ID='stationImg'/>","대화","수서","http://wis.seoul.go.kr/rest/file/thumbnail/1mq3i1pbipc7uiim9ox94j5d9wdrwthv/1","승강기 위치는 10번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228175955.jpg' alt='을지로3가 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@상업은행청계천||||2@을지로4가대림상가||||3@충무로명보극장||||4@종로3가 방면 청계천 수표동 서울청소년수련관 기계공구상가||||5@입정동 청계천 방면||||6@을지로4가 방면||||7@인현동 을지로3가 치안센터 을지로4가 우체국||||8@인현동 충무로 방면||||9@충무로 방면 명동성당 중부경찰서||","긴급전화(역무실) : 02-6110-3301","을지로3가 : 05시35분","을지로3가 : 24시07분","을지로3가 : 05시38분","을지로3가 : 24시05분"
"181","4","4호선","한성대입구","<img src='https://wis.eseoul.go.kr/images/disable/subway/4_181_M.jpg' alt='한성대입구 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","http://wis.seoul.go.kr/rest/file/thumbnail/5n28g0a4vfprqfz7eha9v66cybyc3641/1","승강기 위치는 4번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하여 개찰구를 통과하십시오.      정면 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228180929.jpg' alt='한성대입구 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@돈암동 방면 동소문동 2.3가||||2@한성대학교 삼선시장 한성여중.고교 경동고교||||3@삼선동 1.3가 삼선치안센터 한성대학교||||4@혜화방면 카톨릭대신학대학||||5@혜화문 성북동주민센터 성북1치안센터 경신중.고교 아름다운가게 최순우옛집||||6@동소문동 동구여상고교 홍익중.고교 한신.한진아파트 녹색연합 우촌초등학교||||7@돈암동 방면 삼선중학교 동소문동 우체국 송산아파트||","긴급전화(역무실) : 02-6110-4191","한성대입구 : 05시46분","한성대입구 : 24시39분","한성대입구 : 05시37분","한성대입구 : 23시30분"
"147","3","3호선","독립문","<img src='https://wis.eseoul.go.kr/images/disable/subway/3_147_M.jpg' alt='독립문 이미지' NAME='stationImg' ID='stationImg'/>","대화","수서","http://wis.seoul.go.kr/rest/file/thumbnail/fxffgmhweucacy786nl0f987azra490l/1","승강기 위치는 1번 출구쪽에 있습니다      승강기를 이용하여 지하 2층 대합실로 내려가십시오.      우측 방향으로 이동하신 후 승강기를 이용하여 승강장으로 내려가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228175513.jpg' alt='독립문 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@무악재 무악동주민센터 선바위 인왕산 국사당 인왕산 아이파크아파트||||2@무악동 기업은행 독립문지점 무악현대아파트||||3@행촌동 독립문로터리 사직터널 독립문초등학교 대신중.고교 대성맨션아파트 아름다운 가게 종로문화체육센터||||4@독립문 독립문지구대 천연동주민센터 서대문독립공원 금화터널 영천시장 삼호아파트 독립문극동아파트 서대문노인종합복지관||||5@무악재 현저동 서대문형무소역사관 한성과학고교 서대문구의회 대한노인회서대문구지회||","긴급전화(역무실) : 02-6110-3261","독립문 : 05시43분","독립문 : 24시15분","독립문 : 05시30분","독립문 : 23시57분"
"95","2","2호선","충정로","<img src='https://wis.eseoul.go.kr/images/disable/subway/2_95_M.jpg' alt='충정로 이미지' NAME='stationImg' ID='stationImg'/>","시청","시청","http://wis.seoul.go.kr/rest/file/thumbnail/caoz1ulp187i5jtk70p8ib65z0ic1tha/1","승강기 위치는 4번출구 쪽에 있습니다.      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228173630.jpg' alt='충정로 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@도시기반시설본부 미동초등학교||||2@충정로3가 사랑의장기기증운동본부||||3@프랑스대사관 서울시상수도사업본부 경찰청 서대문경찰서 국민권익위원회||||4@의주로2가 방면 서소문공원 중림동약현성당 국방기술품질원(기술기획본부) (재)한국여성인권진흥원||||5@중림동 중림동약현성당 중림파출소 봉래초등학교 경기여자상업고등학교 손기정기념공원 손기정문화체육센터||||6@아현동 환일중.고등학교||","긴급전화(역무실) : 02-6110-2431","충정로 : 05시37분","충정로 : 23시27분","충정로 : 05시34분","충정로 : 23시24분"
"383","9","분당선","보정","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='보정 이미지' NAME='stationImg' ID='stationImg'/>","선릉","보정","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='보정 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 031-265-7736","보정 : 05시00분","보정 : 23시25분","",""
"391","10","중앙선","청량리","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='청량리 이미지' NAME='stationImg' ID='stationImg'/>","용산","팔당","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='청량리 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 02-3299-7114","청량리 : 05시23분","청량리 : 24시10분","청량리 : 05시10분","청량리 : 23시55분"
"415","12","인천선","작전","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='작전 이미지' NAME='stationImg' ID='stationImg'/>","계약","동막","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='작전 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@기아자동차영업소 하나정형외과 청해부페 작전2동사무소 근로복지공단 계양구의회 ||||2@중소기업은행 작전종합시장 부평컨트리클럽 YMCA북부지회 코오롱아파트 작전1동사무소 ||||3@의료보험관리공단 신천지웨딩홀부페 작전새마을금고 신동양아파트 ||||4@호진자동차학원 북인천세무서 제일은행 송재현치과 미도아파트 ||||5@부평전화국계산분국 한마음의원 작전파출소 현대백화점 현대3차아파트 효성동초등교 효성남초등교 ||||6@경기주유소 명성웨딩홀 효성신협 운석전자창고 (주)서광 ||||7@북인천전산직업학교 큰꽃유치원 승원학원 중앙그린빌라 ||||8@김소아과의원 새마을금고 SK주유소 천금연립 계산예술극장 ||","긴급전화(역무실) : 032-543-3116","작전 : 05시48분","작전 : 24시27분","작전 : 05시30분","작전 : 24시10분"
